compound_id,inchikey,canonical_smiles,insecticidal_active,molecule_chembl_id,n_assay_records,n_active_records,n_inactive_records,best_pchembl,median_pchembl,assay_types,target_organisms,source,in_lifechem,in_curated_any
EXT_00437,NLGSBXAWUUVELO-UHFFFAOYSA-N,S=C(S)NCc1ccccc1,1,CHEMBL2023168,2,2,0,9.1,7.885,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00438,NLPRAJRHRHZCQQ-IVZWLZJFSA-N,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1,1,CHEMBL298826,1,1,0,5.87,5.87,IC50,Musca domestica,ChEMBL,False,False
EXT_00439,NLPRAJRHRHZCQQ-UHFFFAOYSA-N,Clc1ccc(C2CC3CCC2N3)cn1,1,CHEMBL6623,2,2,0,6.54,6.455,"IC50,Ki",Drosophila melanogaster,ChEMBL,False,False
EXT_00440,NLPRAJRHRHZCQQ-UTLUCORTSA-N,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,1,CHEMBL298517,1,1,0,5.55,5.55,IC50,Musca domestica,ChEMBL,False,False
EXT_00442,NNJPSKCGFBHMTD-UHFFFAOYSA-N,O=C(COc1ccc(-c2ccccc2)cc1)N1CCC(N2CCCCC2)CC1,1,CHEMBL4278046,3,3,0,5.42,5.4,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00444,NOPSQZLYKMXQNR-UHFFFAOYSA-N,CCc1ccc(C(=O)NC(CC)(CC)C(=O)c2cc(C)cc(C)c2)cc1,1,CHEMBL2286410,1,1,0,5.37,5.37,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00446,NPCOXAXLSNMJHA-SRZZPIQSSA-N,CCO/N=C/COc1ccc(Oc2ccccc2C(F)(F)F)cc1,1,CHEMBL2271799,1,1,0,6.18,6.18,IC50,Culex pipiens,ChEMBL,False,False
EXT_00447,NPXDFDFFVQHAGH-UHFFFAOYSA-N,CCOc1ccccc1C(=O)N(NC(=O)c1ccc(CC)cc1)C(C)(C)C,1,CHEMBL2286436,1,1,0,5.16,5.16,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00450,NQVXWWYNKZAFSJ-UDWIEESQSA-N,CC(C)CO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271780,1,1,0,8.48,8.48,IC50,Culex pipiens,ChEMBL,False,False
EXT_00451,NRDOIBTVFAUUHC-UHFFFAOYSA-N,C=C1C(CCCC)=C(C#N)C(=O)N1c1cc(Cl)ccc1C(C)(C)C,1,CHEMBL1254948,1,1,0,5.26,5.26,IC50,Lucilia cuprina,ChEMBL,False,False
EXT_00452,NRMQMTQTYONMFY-UHFFFAOYSA-N,S=C(S)N1CCOCC1,1,CHEMBL2023727,2,2,0,9.1,8.48,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00454,NSYUNNQIDIIIAC-UHFFFAOYSA-N,[O-][n+]1cccc(CNc2nccc(Nc3ccc(-c4ccccc4)cc3)n2)c1,1,CHEMBL4476488,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00456,NTOUSOSQRIGJBI-XDHOZWIPSA-N,CCO/N=C/COc1ccc(Oc2cccc(CC)c2)cc1,1,CHEMBL2271801,1,1,0,7.85,7.85,IC50,Culex pipiens,ChEMBL,False,False
EXT_00458,NWFMVMFBNZSIHF-PKGIXKDLSA-N,CO[C@H]1C[C@]2(O[C@H]([C@@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/CC/C(C)=C\C(N)=O)OC)[C@H](OP(=O)(O)O)C2(C)C)O[C@H](C/C=C/c2coc(C)n2)[C@H]1C,1,CHEMBL505968,1,1,0,,,LC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00459,NWHBKNONEOGQEO-UHFFFAOYSA-N,CCC(CC)n1cc(C(=O)CF)cn1,1,CHEMBL3623565,2,2,0,6.47,6.46,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00460,NWXCDQHBVVPPTL-WDNDVIMCSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N1Cc3ccccc3NC1=O)C2,1,CHEMBL1617363,2,2,0,6.24,6.215,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00462,NXPBTKVPMPQFET-GIDUJCDVSA-N,C/C(=N\NC(N)=S)C(C)Oc1ccc(Cl)c(Cl)c1,1,CHEMBL3121912,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00465,NZZXAIIKADTYMJ-UHFFFAOYSA-N,FC(F)(F)c1cc(Cl)c(-n2cc3c(n2)C(F)(F)CC3(F)F)c(Cl)c1,1,CHEMBL427379,1,1,0,7.13,7.13,IC50,Musca domestica,ChEMBL,False,False
EXT_00466,OASMCRWETNVZGJ-UHFFFAOYSA-N,NC(=S)N/N=C1/NCCN(Cc2ccc(Cl)nc2)C1=O,1,CHEMBL2272692,1,1,0,5.41,5.41,Ki,Musca domestica,ChEMBL,False,False
EXT_00469,OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,1,CHEMBL167911,3,3,0,7.22,6.855,"IC50,LC50","Anopheles gambiae,Musca domestica",ChEMBL,False,False
EXT_00470,OEYNHYTUESUSJT-UHFFFAOYSA-N,CCCCCCCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271805,1,1,0,7.17,7.17,IC50,Culex pipiens,ChEMBL,False,False
EXT_00472,OFUQRSHHVCTJPU-DEDYPNTBSA-N,CCCCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271779,1,1,0,7.41,7.41,IC50,Culex pipiens,ChEMBL,False,False
EXT_00473,OHIGXARRRILQLQ-UHFFFAOYSA-N,CCCNCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271814,1,1,0,9.55,9.55,IC50,Culex pipiens,ChEMBL,False,False
EXT_00474,OHNXDEFNJJWNIY-UHFFFAOYSA-N,CC1(O)c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2C(F)C1F,1,CHEMBL203684,1,1,0,6.46,6.46,IC50,Musca domestica,ChEMBL,False,False
EXT_00478,OJCUFAQXRSDDTI-KPZCBJDLSA-N,O=C(/N=C1/N(CCCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/C(=O)C(F)(F)F)CCN1Cc1ccc(Cl)nc1)C(F)(F)F,1,CHEMBL2252350,1,1,0,5.54,5.54,Ki,Musca domestica,ChEMBL,False,False
EXT_00479,OKMFNMVAOMPGDC-UXPPBCCBSA-N,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cncc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])c1,1,CHEMBL2252499,1,1,0,5.64,5.64,Ki,Musca domestica,ChEMBL,False,False
EXT_00480,OLXVWOVGXFQBNM-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1C,1,CHEMBL371060,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00481,OMPQJMDGDAAXPE-NPMWZIQKSA-N,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,1,CHEMBL603622,1,1,0,9.12,9.12,IC50,Musca domestica,ChEMBL,False,False
EXT_00482,OMVGKAWQTXZISA-UUILKARUSA-N,N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,1,CHEMBL415311,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00483,OMWCMVDBFIANLH-UHFFFAOYSA-N,CCC(CC)n1cc(C(=O)C(F)F)cn1,1,CHEMBL3623558,2,2,0,9.0,8.955,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00486,OQHGRUHRHLFMBX-UHFFFAOYSA-N,CCCCCCCCC(=O)C(F)(F)F,1,CHEMBL152843,1,1,0,5.17,5.17,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00487,OQJGHOJKYUGBFU-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1cccc(Cl)c1Cl)C(=O)c1ccccc1Cl,1,CHEMBL2286721,1,1,0,5.11,5.11,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00488,OUPUWBKBRTXEIM-UHFFFAOYSA-N,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1,1,CHEMBL3623553,2,2,0,6.02,6.0,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00489,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1,CHEMBL18,1,1,0,6.73,6.73,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00491,OWFFCDUVEQIDNU-UHFFFAOYSA-N,CCCC12COP(=S)(OC1)OC2CC,1,CHEMBL2287384,1,1,0,6.0,6.0,IC50,Blattella germanica,ChEMBL,False,False
EXT_00492,OWRSHPAYDYCHSJ-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)s1,1,CHEMBL2251730,3,3,0,8.09,7.92,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00493,OXYDYOBQQGDPCW-CBSZVXRSSA-N,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1ccccc1-c1ccccc1CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],1,CHEMBL2252501,1,1,0,6.1,6.1,Ki,Musca domestica,ChEMBL,False,False
EXT_00494,PCBLZWZCGNKODY-UHFFFAOYSA-N,OCCN(CCO)C(=S)S,1,CHEMBL2023724,2,2,0,8.49,7.68,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00495,PCQAUOPWJXFRFH-UHFFFAOYSA-N,CCCONCCOc1ccc(CC(C)C)cc1,1,CHEMBL2271833,1,1,0,6.57,6.57,IC50,Culex pipiens,ChEMBL,False,False
EXT_00496,PCQCQCIFVHSSNM-SSDOTTSWSA-N,C[C@H](c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],1,CHEMBL2272997,1,1,0,6.02,6.02,IC50,Musca domestica,ChEMBL,False,False
EXT_00497,PCQCQCIFVHSSNM-UHFFFAOYSA-N,CC(c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],1,CHEMBL2272995,1,1,0,6.68,6.68,IC50,Musca domestica,ChEMBL,False,False
EXT_00498,PCQCQCIFVHSSNM-ZETCQYMHSA-N,C[C@@H](c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],1,CHEMBL2272996,1,1,0,6.72,6.72,IC50,Musca domestica,ChEMBL,False,False
EXT_00499,PCYUVGIXKYENDH-YKSBVNFPSA-N,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccccc3C)c3ccc(C)cc32)cc1,1,CHEMBL292838,1,1,0,5.06,5.06,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00500,PDQXSLJFPJSYBF-UHFFFAOYSA-N,O=C(O)CNC(=S)S,1,CHEMBL2023172,2,2,0,7.12,7.015000000000001,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00501,PGOOBECODWQEAB-UHFFFAOYSA-N,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,1,CHEMBL259727,3,3,0,8.74,8.66,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00502,PGPHDINTKOOAGS-UHFFFAOYSA-N,CC(C)NCCN1C(=O)CSC1c1ccc(Cl)cc1Cl,1,CHEMBL5401005,1,1,0,5.38,5.38,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00504,PHOHAZONAKWFLD-CXUHLZMHSA-N,CCCO/N=C/COc1ccc(CC(C)C)cc1,1,CHEMBL2272178,1,1,0,5.39,5.39,IC50,Culex pipiens,ChEMBL,False,False
EXT_00506,PIPAJLPNWZMYQA-KNCRFDSUSA-N,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,CHEMBL516476,2,2,0,8.74,8.68,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00507,PJYYBCXMCWDUAZ-JJJZTNILSA-N,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL549789,2,2,0,8.89,7.470000000000001,IC50,"Drosophila melanogaster,Lucilia cuprina",ChEMBL,False,False
EXT_00508,PKVZYEBWVBEQTL-UHFFFAOYSA-N,CCNCCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271820,1,1,0,7.36,7.36,IC50,Culex pipiens,ChEMBL,False,False
EXT_00509,PLSOFNMUJDWSIL-ZHRRBRCNSA-N,Cc1ccccc1C(=O)N1c2ccc(F)cc2[C@@H](Nc2ccc(F)cc2)C[C@H]1C,1,CHEMBL416140,1,1,0,5.5,5.5,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00510,PNBYUHCKTGODAG-UHFFFAOYSA-N,CCCONCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271806,1,1,0,8.28,8.28,IC50,Culex pipiens,ChEMBL,False,False
EXT_00511,PNKGVPLMWAEASD-UHFFFAOYSA-N,S=C(S)N1CCN(C(=S)S)CC1,1,CHEMBL2023728,2,2,0,9.05,8.36,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00512,PNXYJCAJPFIKQS-UHFFFAOYSA-N,N#Cc1ccc(C2CCN(C(=S)S)CC2)cc1,1,CHEMBL2334358,2,2,0,8.43,8.16,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00514,PPANJQUMADIAMO-UHFFFAOYSA-N,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc([N+](=O)[O-])cc4)cc3)CC2)CC1,1,CHEMBL4291845,3,3,0,7.1,6.96,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00515,PPCBEYUYYBRDHV-UHFFFAOYSA-N,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(OCC(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL400986,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00516,PPSCUZGKELLVNH-UHFFFAOYSA-N,CCOCCCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272174,1,1,0,6.66,6.66,IC50,Culex pipiens,ChEMBL,False,False
EXT_00517,PQMBQNDRNVWBSB-SZNDQCEHSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1F,1,CHEMBL291513,1,1,0,5.52,5.52,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00518,PSHRBDVGRGWEIB-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1F,1,CHEMBL5416845,1,1,0,5.36,5.36,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00519,PSOVNZZNOMJUBI-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,CHEMBL399318,4,4,0,10.3,8.850000000000001,"EC50,LC50","Drosophila melanogaster,Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00520,PSRFKHITIJTTIS-UHFFFAOYSA-N,FC1Cc2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2C1F,1,CHEMBL204682,1,1,0,6.7,6.7,IC50,Musca domestica,ChEMBL,False,False
EXT_00521,PSVNMHOGBBNLEF-UHFFFAOYSA-N,CC(C)COCCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2272155,1,1,0,8.07,8.07,IC50,Culex pipiens,ChEMBL,False,False
EXT_00523,PUKQUTSJNLMGLT-UHFFFAOYSA-N,COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,1,CHEMBL2228437,2,1,1,5.42,5.42,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00524,PVISOQWZTUCSOW-LFYBBSHMSA-N,NC(=S)N/N=C/COc1ccc(Br)cc1,1,CHEMBL3589425,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00525,PWDGTQXZLNDOKS-UHFFFAOYSA-N,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,1,CHEMBL73962,1,1,0,8.01,8.01,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00527,PWOGNIVTTMGRHR-UHFFFAOYSA-N,CCCN(C)CCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271823,1,1,0,7.93,7.93,IC50,Culex pipiens,ChEMBL,False,False
EXT_00529,PXYLKSPZXNBOGO-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCCCCCSP(=O)(OCC)OCC,1,CHEMBL2252846,2,1,1,5.75,5.75,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00530,PYGCFNZDSHYQIS-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2286720,3,2,1,7.89,6.66,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00531,PYNKNBFKASFTKP-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCNC(=O)NC(C)C)cc1,1,CHEMBL2272168,1,1,0,6.97,6.97,IC50,Culex pipiens,ChEMBL,False,False
EXT_00533,PZAHEYNFUFWABS-UHFFFAOYSA-N,O=C(O)CCc1nc(-c2ccc(Cl)cc2)no1,1,CHEMBL1520624,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00534,PZDOWCZNZUHZRY-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCSP(=O)(OCC)OCC,1,CHEMBL2252724,2,1,1,5.79,5.140000000000001,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00535,PZPPOCZWRGNKIR-PNVYSBBASA-N,CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78SS[C@@](CO)(C(=O)N7[C@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SS3,1,CHEMBL1089316,4,4,0,6.22,6.22,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00536,PZPUNRPKNAMFOI-XDHOZWIPSA-N,C=CCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271778,1,1,0,8.14,8.14,IC50,Culex pipiens,ChEMBL,False,False
EXT_00537,PZRKZXKZLKHADY-UHFFFAOYSA-N,CC(C)NC(=O)c1cccc(Cl)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL436286,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00539,QBBBAIKILBQEET-UHFFFAOYSA-N,CCCOCCCOc1ccc(CC(C)C)cc1,1,CHEMBL2271830,1,1,0,7.86,7.86,IC50,Culex pipiens,ChEMBL,False,False
EXT_00540,QBOYFUNEVAOEDI-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCN1C(=O)c2ccccc2C1=O,1,CHEMBL2252847,2,1,1,5.08,5.08,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00542,QCAWEPFNJXQPAN-UHFFFAOYSA-N,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,1,CHEMBL55772,2,1,1,8.22,6.5,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00543,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,1,CHEMBL550,2,2,0,5.55,5.54,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00544,QDFALZMZLBCVCD-HXUWFJFHSA-N,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)C1=C(O)C2=O,1,CHEMBL488040,1,1,0,,,LD50,Spodoptera littoralis,ChEMBL,False,False
EXT_00545,QEINCZRZFQRACL-SZNDQCEHSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1cccc(C(F)(F)F)c1,1,CHEMBL301460,1,1,0,6.0,6.0,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00546,QEIZHWRVSXPSIZ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2286752,2,1,1,6.89,5.49,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00547,QEJBPAFVVLKQEO-UHFFFAOYSA-N,COc1cc(C(=O)Nc2c(C)cc(Cl)cc2C(=O)NC(C)C)n(-c2ncccc2Cl)n1,1,CHEMBL248979,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00548,QEQVAZBDYOYPKU-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCNC(=O)OC)cc1,1,CHEMBL2272166,1,1,0,6.31,6.31,IC50,Culex pipiens,ChEMBL,False,False
EXT_00549,QFRQTCDVQNVWDI-SUNZBBGGSA-N,CSCC[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,1,CHEMBL2272094,2,2,0,8.43,8.43,IC50,Blattella germanica,ChEMBL,False,False
EXT_00550,QHWQWBYJHQZNNS-UHFFFAOYSA-N,CCOCCCCOc1ccc(CC(C)C)cc1,1,CHEMBL2271831,1,1,0,6.48,6.48,IC50,Culex pipiens,ChEMBL,False,False
EXT_00552,QKKGIWCQYWBTKC-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCOCC(C)C)cc1,1,CHEMBL2271841,1,1,0,8.81,8.81,IC50,Culex pipiens,ChEMBL,False,False
EXT_00553,QKZSBNXJAFWXQB-UHFFFAOYSA-N,COCCCCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272175,1,1,0,5.29,5.29,IC50,Culex pipiens,ChEMBL,False,False
EXT_00554,QLEWKHFBRQHELK-CIAFOILYSA-N,Cc1cccc(Cc2ccc(OCC/C=N/OC(C)C)cc2)c1,1,CHEMBL2271825,1,1,0,10.06,10.06,IC50,Culex pipiens,ChEMBL,False,False
EXT_00555,QNQITXCXUKBZRB-UHFFFAOYSA-N,CCCCCCCC(F)(F)C(=O)C(F)(F)F,1,CHEMBL153015,1,1,0,8.28,8.28,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00556,QNSLBNMSETUZJN-UHFFFAOYSA-N,N#C/N=C1\NCCN1Cc1ccc(Cl)nc1,1,CHEMBL2251976,1,1,0,7.77,7.77,Ki,Musca domestica,ChEMBL,False,False
EXT_00559,QQFAZFZNLZJZBT-OQLLNIDSSA-N,CCN(Cc1ccc(Cl)nc1)/C(C)=N/C#N,1,CHEMBL2287445,1,1,0,5.52,5.52,EC50,Musca domestica,ChEMBL,False,False
EXT_00560,QQRCKFXFWQIUGK-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL398611,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00561,QRLRFPYGSKBZBY-UHFFFAOYSA-N,CCCOCCCOc1ccc(OC(CC)CC)cc1,1,CHEMBL2271838,1,1,0,6.8,6.8,IC50,Culex pipiens,ChEMBL,False,False
EXT_00562,QTOSDEKHSYHUAT-UHFFFAOYSA-N,CCCCCC[Se](=O)CC(=O)C(F)(F)F,1,CHEMBL155514,1,1,0,9.27,9.27,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00563,QUIUXACFUWSXQF-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccc1,1,CHEMBL198547,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00565,QWJQWXDSWXGISZ-UHFFFAOYSA-N,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,1,CHEMBL3623550,2,2,0,8.69,8.559999999999999,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00566,QWLJZMGMBXLORJ-UHFFFAOYSA-N,CCCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,1,CHEMBL155513,1,1,0,7.44,7.44,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00567,QWMOICYFNUPSCG-UHFFFAOYSA-N,CCCNCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271819,1,1,0,7.68,7.68,IC50,Culex pipiens,ChEMBL,False,False
EXT_00569,QXSMVCGTOSHISL-UHFFFAOYSA-N,CCCCc1ccc(C(=O)NN(C(=O)c2ccccc2OCC)C(C)(C)C)cc1,1,CHEMBL2286447,1,1,0,5.11,5.11,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00570,QYPNKSZPJQQLRK-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,1,CHEMBL226968,6,6,0,8.66,6.699999999999999,"EC50,Ki","Aedes aegypti,Drosophila melanogaster,Lucilia cuprina,Spodoptera littoralis",ChEMBL,False,False
EXT_00571,QYQDDTYKNXOHKG-UHFFFAOYSA-N,CCCC(C)n1cc(C(=O)C(F)F)cn1,1,CHEMBL3623557,2,2,0,7.63,7.585,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00572,QYYXITIZXRMPSZ-UHFFFAOYSA-N,CCc1c(OC)cccc1C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C,1,CHEMBL55436,1,1,0,6.36,6.36,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00574,QZSDRCNPRWAUTO-UHFFFAOYSA-N,CC(O)(C#N)C1CC1,1,CHEMBL2271407,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00575,RAUUISLVMFNBHF-ZHRRBRCNSA-N,Cc1ccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)cc1,1,CHEMBL57114,1,1,0,6.06,6.06,EC50,Aedes aegypti,ChEMBL,False,False
